trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,Fixation.started,Target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,num_distr&,participant,session,date,expName,psychopyVersion,frameRate,expStart,
22,0,22,0,39.10885010000493,,39.052091399993515,,39.10885010000493,39.10885010000493,0.0388097000104608,41.712185399999726,[0.012037037037037037],[-0.3814814814814815],[1],[0],[0],[2.621566100002383],['Target'],10,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
23,0,23,0,41.77193719999923,,41.71683540000231,,41.77193719999923,41.77193719999923,0.03846229999908246,43.127513100000215,[-0.11388888888888889],[0.20277777777777778],[1],[0],[0],[1.372555399997509],['Target'],10,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
24,0,24,0,43.19085879999329,,43.1331402999931,,43.19085879999329,43.19085879999329,0.04020379998837598,45.09842769999523,[-0.15833333333333333],[-0.023148148148148147],[1],[0],[0],[1.9255336999922292],['Target'],10,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
25,0,25,0,45.162264600003255,,45.10330279999471,,45.162264600003255,45.162264600003255,0.040819500005454756,47.16305669999565,[-0.46111111111111114],[-0.2518518518518518],[1],[0],[0],[2.0194366999930935],['Target'],10,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
26,0,26,0,47.211703599998145,,47.16668730000674,,47.211703599998145,47.211703599998145,0.030385199992451817,48.947507699995185,[0.3851851851851852],[0.39166666666666666],[1],[0],[0],[1.7506585999944946],[],10,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
27,0,27,0,49.00805560000299,,48.95219029999862,,49.00805560000299,49.00805560000299,0.03903020000143442,50.849460700002965,[0.3537037037037037],[0.14351851851851852],[1],[0],[0],[1.8585276999947382],['Target'],10,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
28,0,28,0,50.992630399996415,,50.854073499998776,,50.992630399996415,50.992630399996415,0.1229033999989042,52.558232499999576,[-0.3277777777777778],[-0.11574074074074074],[1],[0],[0],[1.5814503000001423],['Target'],10,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
29,0,29,0,52.613334199995734,,52.56255269999383,,52.613334199995734,52.613334199995734,0.03495959998690523,54.05463769999915,[-0.012962962962962963],[-0.08333333333333333],[1],[0],[0],[1.457412599993404],['Target'],10,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
30,0,30,0,54.09182370000053,,54.05947520000336,5,54.09182370000053,54.09182370000053,0.020240099998773076,55.47254230000544,[-0.42407407407407405],[0.23055555555555557],[1],[0],[0],[1.393258900003275],['Target'],,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
31,0,31,0,55.5334620999929,,55.47752020000189,,55.5334620999929,55.5334620999929,0.03881480000563897,57.906981899999664,[-0.39166666666666666],[-0.45925925925925926],[1],[0],[0],[2.3912008999905083],['Target'],10,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
32,0,32,0,57.94465950000449,,57.912357299996074,5,57.94465950000449,57.94465950000449,0.020486699999310076,59.20175760000711,[0.11851851851851852],[-0.15092592592592594],[1],[0],[0],[1.2692627999931574],['Target'],,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
33,0,33,0,59.26531010000326,,59.206645400001435,,59.26531010000326,59.26531010000326,0.03985260000627022,60.89476340000692,[-0.5018518518518519],[-0.1527777777777778],[1],[0],[0],[1.648571699988679],['Target'],10,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
34,0,34,0,60.95406509999884,,60.899498600003426,,60.95406509999884,60.95406509999884,0.0380927999940468,62.47263699999894,[-0.3888888888888889],[0.2814814814814815],[1],[0],[0],[1.5355131000105757],['Target'],10,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
35,0,35,0,62.511951199994655,,62.47758839999733,5,62.511951199994655,62.511951199994655,0.021109599998453632,63.81581600000209,[0.04722222222222222],[0.08055555555555556],[1],[0],[0],[1.317534899993916],['Target'],,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
36,0,36,0,63.875304999994114,,63.82108530000551,,63.875304999994114,63.875304999994114,0.037790600006701425,65.55958040000405,[-0.25925925925925924],[-0.275],[1],[0],[0],[1.7011290999944322],['Target'],10,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
37,0,37,0,65.61732889999985,,65.5642896000063,,65.61732889999985,65.61732889999985,0.03686560000642203,67.30604949999542,[-0.45],[-0.17962962962962964],[1],[0],[0],[1.7052660000044852],['Target'],10,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
38,0,38,0,67.37160339999537,,67.3109192999982,,67.37160339999537,67.37160339999537,0.04005460000189487,68.3652260999952,[-0.2222222222222222],[-0.041666666666666664],[1],[0],[0],[1.0147160000051372],['Target'],10,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
39,0,39,0,68.4281587000005,,68.36996450000152,,68.4281587000005,68.4281587000005,0.040428399996017106,70.82461549999425,[0.40185185185185185],[0.2675925925925926],[1],[0],[0],[2.4145556000003126],[],10,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
40,0,40,0,70.88549250000506,,70.82960389999789,,70.88549250000506,70.88549250000506,0.03804830000444781,72.49436399999831,[-0.28425925925925927],[-0.19444444444444445],[1],[0],[0],[1.6271383999992395],['Target'],10,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
41,0,41,0,72.55378450000717,,72.49907469999744,,72.55378450000717,72.55378450000717,0.03849830001126975,75.13853389999713,[0.26851851851851855],[-0.4583333333333333],[1],[0],[0],[2.6013000999955693],['Target'],10,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
42,0,42,0,75.18652869999642,,75.14230190000671,,75.18652869999642,75.18652869999642,0.03001070000755135,76.67692549999629,[-0.38425925925925924],[-0.42685185185185187],[1],[0],[0],[1.5048807000130182],['Target'],10,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
43,0,43,0,76.73784380000143,,76.68170840000676,,76.73784380000143,76.73784380000143,0.03895550000015646,78.45955949999916,[0.3490740740740741],[-0.13148148148148148],[1],[0],[0],[1.7392513000086183],['Target'],10,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
44,0,44,0,78.49763030000031,,78.4646514000051,5,78.49763030000031,78.49763030000031,0.021102800004882738,80.11584149999544,[0.37592592592592594],[0.3148148148148148],[1],[0],[0],[1.630458900006488],['Target'],,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
45,0,45,0,80.15415499999654,,80.1206067000021,5,80.15415499999654,80.15415499999654,0.020709500007797033,81.98173990000214,[0.049074074074074076],[-0.3453703703703704],[1],[0],[0],[1.8406511999928625],['Target'],,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
46,0,46,0,82.01663250000274,,81.9863922999939,5,82.01663250000274,82.01663250000274,0.018463600004906766,83.26923780000652,[0.19166666666666668],[0.05],[1],[0],[0],[1.264699399995152],['Target'],,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
47,0,47,0,83.31238780000422,,83.2759772999998,5,83.31238780000422,83.31238780000422,0.023350399991613813,84.74785339999653,[0.1425925925925926],[-0.35185185185185186],[1],[0],[0],[1.4492571000009775],['Target'],,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
48,0,48,0,84.794710999995,,84.75464579999971,5,84.794710999995,84.794710999995,0.028616499999770895,86.69488140000612,[0.36574074074074076],[-0.2935185185185185],[1],[0],[0],[1.9119224000023678],[],,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
49,0,49,0,86.76492879999569,,86.70057580000139,,86.76492879999569,86.76492879999569,0.04433679999783635,88.17915510000603,[-0.23981481481481481],[-0.21944444444444444],[1],[0],[0],[1.4349644000030821],['Target'],10,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
50,0,50,0,88.21850820000691,,88.18397450000339,5,88.21850820000691,88.21850820000691,0.020491100003710017,90.2907872999931,[0.4287037037037037],[-0.13240740740740742],[1],[0],[0],[2.0867184000089765],['Target'],,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
51,0,51,0,90.32811950000178,,90.29533880000236,5,90.32811950000178,90.32811950000178,0.019752199994400144,91.93928310000047,[-0.12037037037037036],[0.3351851851851852],[1],[0],[0],[1.6246068999898853],['Target'],,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
52,0,52,0,91.97657959999924,,91.94424139999319,5,91.97657959999924,91.97657959999924,0.019899800012353808,93.70353349999641,[0.45740740740740743],[0.38981481481481484],[1],[0],[0],[1.73979180000606],['Target'],,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
53,0,53,0,93.7422738000023,,93.70835549999902,5,93.7422738000023,93.7422738000023,0.02176350000081584,95.36959849999403,[-0.4722222222222222],[-0.09166666666666666],[1],[0],[0],[1.6397980000037933],['Target'],,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
54,0,54,0,95.40818470000522,,95.37442670000019,5,95.40818470000522,95.40818470000522,0.021113499999046326,96.26870889999554,[0.20092592592592592],[-0.20277777777777778],[1],[0],[0],[0.8736876000039047],[],,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
55,0,55,0,96.33005309999862,,96.27342090000457,,96.33005309999862,96.33005309999862,0.040009100004681386,98.26355449999392,[-0.337037037037037],[0.2675925925925926],[1],[0],[0],[1.9505416000029072],['Target'],10,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
56,0,56,0,98.32606910000322,,98.26825059999828,,98.32606910000322,98.32606910000322,0.03889960001106374,100.58362510000006,[0.2212962962962963],[-0.48703703703703705],[1],[0],[0],[2.276873599999817],[],10,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
57,0,57,0,100.62186970000039,,100.58855600000243,5,100.62186970000039,100.62186970000039,0.021998200012603775,103.32870660000481,[0.4935185185185185],[0.2898148148148148],[1],[0],[0],[2.7185788999922806],['Target'],,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
58,0,58,0,103.3911339000042,,103.3335311999981,,103.3911339000042,103.3911339000042,0.04117630000109784,104.84070749999955,[-0.01574074074074074],[0.11481481481481481],[1],[0],[0],[1.466320599996834],['Target'],10,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
59,0,59,0,104.8818872999982,,104.84570809999423,5,104.8818872999982,104.8818872999982,0.022145199996884912,106.16063209999993,[-0.26851851851851855],[0.06759259259259259],[1],[0],[0],[1.2930039999919245],['Target'],,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
60,0,60,0,106.23804080000264,,106.16617559999577,,106.23804080000264,106.23804080000264,0.05323150000185706,108.2375333999953,[0.3972222222222222],[-0.30277777777777776],[1],[0],[0],[2.018671000012546],[],10,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
61,0,61,0,108.27506939999876,,108.24228079999739,5,108.27506939999876,108.27506939999876,0.02036769999540411,109.9226556999929,[-0.4101851851851852],[-0.08425925925925926],[1],[0],[0],[1.6603826000064146],['Target'],,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
62,0,62,0,109.96085449999373,,109.92758360000153,5,109.96085449999373,109.96085449999373,0.02080460000433959,111.5209465999942,[-0.14907407407407408],[-0.05925925925925926],[1],[0],[0],[1.5729912999959197],['Target'],,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
63,0,63,0,111.58471270000155,,111.52575610000349,,111.58471270000155,111.58471270000155,0.04117289998976048,112.74818779999623,[-0.17685185185185184],[-0.1111111111111111],[1],[0],[0],[1.1815290999948047],['Target'],10,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
64,0,64,0,112.81040699999721,,112.75323960000242,,112.81040699999721,112.81040699999721,0.040539699999499135,114.80443030000606,[0.3175925925925926],[0.3074074074074074],[1],[0],[0],[2.011039899996831],['Target'],10,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
65,0,65,0,114.86689150000166,,114.809451299996,,114.86689150000166,114.86689150000166,0.03978889998688828,117.07475949999935,[0.2851851851851852],[0.4083333333333333],[1],[0],[0],[2.2259841000050073],['Target'],10,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
66,0,66,0,117.11266879999312,,117.07972449999943,5,117.11266879999312,117.11266879999312,0.021302399996784516,118.36526380000578,[0.20092592592592592],[0.2064814814814815],[1],[0],[0],[1.264684900001157],['Target'],,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
67,0,67,0,118.40409359999467,,118.36989980000362,5,118.40409359999467,118.40409359999467,0.02076100000704173,120.62967460000073,[0.4203703703703704],[0.013888888888888888],[1],[0],[0],[2.2394444000092335],['Target'],,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
68,0,68,0,120.66803430000436,,120.63468990000547,5,120.66803430000436,120.66803430000436,0.02098909999767784,122.44424419999996,[0.3472222222222222],[-0.12129629629629629],[1],[0],[0],[1.7889655999897514],['Target'],,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
69,0,69,0,122.48257300000114,,122.4491049000062,5,122.48257300000114,122.48257300000114,0.020402599999215454,124.37669520000054,[0.35],[0.33055555555555555],[1],[0],[0],[1.9077637000009418],['Target'],,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
70,0,70,0,124.41413410000678,,124.38138829999662,5,124.41413410000678,124.41413410000678,0.020774200005689636,125.99279950000346,[-0.3074074074074074],[-0.044444444444444446],[1],[0],[0],[1.590991799996118],[],,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
71,0,71,0,126.02878110000165,,125.99754729999404,5,126.02878110000165,126.02878110000165,0.01917110000795219,127.82337759999791,[-0.08981481481481482],[0.012037037037037037],[1],[0],[0],[1.8070678999938536],['Target'],,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
72,0,72,0,127.88471800000116,,127.82806260000507,,127.88471800000116,127.88471800000116,0.0396550000004936,129.2619577000005,[0.21388888888888888],[0.35833333333333334],[1],[0],[0],[1.3944757999997819],['Target'],10,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
73,0,73,0,129.32169159999467,,129.26682780000556,,129.32169159999467,129.32169159999467,0.038158900002599694,131.22453099999984,[0.1527777777777778],[-0.43703703703703706],[1],[0],[0],[1.9199714999995194],[],10,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
74,0,74,0,131.28692579999915,,131.229190500002,,131.28692579999915,131.28692579999915,0.03998890001093969,132.747649500001,[0.45740740740740743],[-0.13240740740740742],[1],[0],[0],[1.4788240999914706],['Target'],10,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
75,0,75,0,132.7843017999985,,132.75247059999674,5,132.7843017999985,132.7843017999985,0.01991999999154359,135.13430279999739,[-0.32407407407407407],[0.08148148148148149],[1],[0],[0],[2.36229390000517],[],,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
76,0,76,0,135.19574280000234,,135.13914850000583,,135.19574280000234,135.19574280000234,0.03896199999144301,136.45175700000254,[-0.3111111111111111],[0.2101851851851852],[1],[0],[0],[1.2739886000053957],['Target'],10,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
77,0,77,0,136.50794399999722,,136.45628759999818,,136.50794399999722,136.50794399999722,0.03460539999650791,137.90169749999768,[0.2657407407407407],[0.2759259259259259],[1],[0],[0],[1.4110584000009112],['Target'],10,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
78,0,78,0,137.93933160000597,,137.9065561000025,5,137.93933160000597,137.93933160000597,0.020548499989672564,139.19632519999868,[-0.26296296296296295],[0.08055555555555556],[1],[0],[0],[1.2696579999901587],['Target'],,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
79,0,79,0,139.2564640000055,,139.20104749999882,,139.2564640000055,139.2564640000055,0.0398334000055911,140.71197390000452,[-0.075],[-0.0824074074074074],[1],[0],[0],[1.4714698999887332],['Target'],10,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
80,0,80,0,140.74946920000366,,140.71666049999476,5,140.74946920000366,140.74946920000366,0.02029960000072606,142.1106487999932,[-0.362962962962963],[0.10185185185185185],[1],[0],[0],[1.3740770000003977],['Target'],,444993,001,2024-10-08_21h16.56.677,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h17.05.108594 +0530,
