trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr&,Fixation.started,Target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,num_distr,participant,session,date,expName,psychopyVersion,frameRate,expStart,
103,0,103,0,179.30736900000193,,179.2487378000078,10,179.30736900000193,179.30736900000193,0.041279600001871586,180.35418890000437,[-0.4222222222222222],[-0.425],[1],[0],[0],[1.06450429999677],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
104,0,104,0,180.39064420000068,,180.35896050000156,,180.39064420000068,180.39064420000068,0.01864590001059696,181.70272739999928,[-0.025],[-0.1814814814814815],[1],[0],[0],[1.3252702000027057],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
105,0,105,0,181.74465619999683,,181.70772120000038,,181.74465619999683,181.74465619999683,0.023211100007756613,183.2162815000047,[-0.3888888888888889],[-0.3388888888888889],[1],[0],[0],[1.4857666000025347],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
106,0,106,0,183.25376420000975,,183.22125360000064,,183.25376420000975,183.25376420000975,0.02014180000696797,185.11595079999825,[0.4287037037037037],[-0.36018518518518516],[1],[0],[0],[1.875017200000002],[],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
107,0,107,0,185.17681220000668,,185.12109800000326,10,185.17681220000668,185.17681220000668,0.03912139999738429,186.18680799999856,[0.4185185185185185],[-0.3055555555555556],[1],[0],[0],[1.026919000010821],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
108,0,108,0,186.24790660000872,,186.19147960000555,10,186.24790660000872,186.24790660000872,0.03919409999798518,187.91920469999604,[0.05],[-0.2611111111111111],[1],[0],[0],[1.6889195000112522],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
109,0,109,0,187.95541989999765,,187.92411990000983,,187.95541989999765,187.95541989999765,0.020217100012814626,189.42814479999652,[-0.24537037037037038],[-0.2935185185185185],[1],[0],[0],[1.4842139999964274],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
110,0,110,0,189.46622610000486,,189.43287980000605,,189.46622610000486,189.46622610000486,0.021060500002931803,191.15967400000955,[-0.225],[0.044444444444444446],[1],[0],[0],[1.7061034999933327],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
111,0,111,0,191.1949969999987,,191.16419799999858,,191.1949969999987,191.1949969999987,0.018870100000640377,193.00819970000884,[-0.025],[0.3148148148148148],[1],[0],[0],[1.8255428000120446],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
112,0,112,0,193.07253430000856,,193.01284080000187,10,193.07253430000856,193.07253430000856,0.038850700002512895,194.52282480000576,[-0.3731481481481482],[0.08055555555555556],[1],[0],[0],[1.471441000001505],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
113,0,113,0,194.59544129999995,,194.52821469999617,10,194.59544129999995,194.59544129999995,0.04774080000061076,197.55350100000214,[-0.14074074074074075],[-0.2111111111111111],[1],[0],[0],[2.977919600001769],[],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
114,0,114,0,197.59011859999737,,197.5586833999987,,197.59011859999737,197.59011859999737,0.019818400003714487,198.83759660000214,[0.27314814814814814],[-0.13240740740740742],[1],[0],[0],[1.2595700999954715],[],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
115,0,115,0,198.8763498000044,,198.8422472000093,,198.8763498000044,198.8763498000044,0.020115700011956505,200.2356293000048,[-0.19907407407407407],[0.225],[1],[0],[0],[1.3736192999931518],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
116,0,116,0,200.2731261000008,,200.24035130000266,,200.2731261000008,200.2731261000008,0.019780899994657375,202.43272779999825,[-0.29814814814814816],[-0.49907407407407406],[1],[0],[0],[2.1728923999908147],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
117,0,117,0,202.50776130000304,,202.4373881000065,10,202.50776130000304,202.50776130000304,0.04127749998588115,203.7968916999962,[-0.04537037037037037],[-0.3527777777777778],[1],[0],[0],[1.318623999992269],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
118,0,118,0,203.85897770000156,,203.80197640000551,10,203.85897770000156,203.85897770000156,0.04029699999955483,205.26767250000557,[0.03888888888888889],[-0.37962962962962965],[1],[0],[0],[1.4258945000037784],[],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
119,0,119,0,205.30576770000334,,205.27250420000928,,205.30576770000334,205.30576770000334,0.01998480000474956,207.24551360000623,[-0.4009259259259259],[0.39814814814814814],[1],[0],[0],[1.95352300000377],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
120,0,120,0,207.30457380000735,,207.2500188999984,10,207.30457380000735,207.30457380000735,0.03758859999652486,208.4944625000062,[-0.09351851851851851],[0.3990740740740741],[1],[0],[0],[1.2072099999932107],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
121,0,121,0,208.54767400000128,,208.49905920001038,,208.54767400000128,208.54767400000128,0.021301700006006286,209.69425300000876,[-0.2972222222222222],[0.08611111111111111],[1],[0],[0],[1.1742960999981733],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
122,0,122,0,209.75478339999972,,209.69882620000863,10,209.75478339999972,209.75478339999972,0.038321899992297404,210.94464680000965,[-0.06759259259259259],[0.30462962962962964],[1],[0],[0],[1.2078253000072436],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
123,0,123,0,210.98288799999864,,210.9496222000016,,210.98288799999864,210.98288799999864,0.021043200002168305,212.39150900000823,[-0.2518518518518518],[0.2712962962962963],[1],[0],[0],[1.421268099991721],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
124,0,124,0,212.4316747999983,,212.39640759999747,,212.4316747999983,212.4316747999983,0.02202489999763202,213.75659040000755,[0.25277777777777777],[0.2611111111111111],[1],[0],[0],[1.3385989999951562],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
125,0,125,0,213.814486999996,,213.76121569999668,10,213.814486999996,213.814486999996,0.03700119999120943,215.10767040000064,[0.4546296296296296],[0.23055555555555557],[1],[0],[0],[1.3098341000004439],[],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
126,0,126,0,215.16554060000635,,215.1122139000072,10,215.16554060000635,215.16554060000635,0.03612880001310259,217.6461483000021,[0.2935185185185185],[-0.462037037037037],[1],[0],[0],[2.4980013000022154],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
127,0,127,0,217.68358160000935,,217.65100670000538,,217.68358160000935,217.68358160000935,0.01988849999906961,219.0688528000028,[-0.07592592592592592],[-0.12407407407407407],[1],[0],[0],[1.3982300000061514],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
128,0,128,0,219.12737539999944,,219.073484499997,10,219.12737539999944,219.12737539999944,0.03638049999426585,220.9029959000036,[-0.42685185185185187],[0.24444444444444444],[1],[0],[0],[1.7935639999923296],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
129,0,129,0,220.96596100000897,,220.9079597000091,10,220.96596100000897,220.96596100000897,0.03771499999857042,222.17439749999903,[-0.14629629629629629],[0.1824074074074074],[1],[0],[0],[1.2291564000042854],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
130,0,130,0,222.23655729999882,,222.17934909999894,10,222.23655729999882,222.23655729999882,0.039442199995392,223.49970149999717,[-0.3972222222222222],[0.29259259259259257],[1],[0],[0],[1.2814638999989256],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
131,0,131,0,223.53893660000176,,223.504262500006,,223.53893660000176,223.53893660000176,0.02092409999750089,225.82875200000126,[0.39444444444444443],[-0.3537037037037037],[1],[0],[0],[2.3039713999896776],[],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
132,0,132,0,225.89445410000917,,225.8334590000013,10,225.89445410000917,225.89445410000917,0.04287940000358503,227.7645029999985,[0.044444444444444446],[0.40555555555555556],[1],[0],[0],[1.8885434999974677],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
133,0,133,0,227.8252291000099,,227.76960070000496,10,227.8252291000099,227.8252291000099,0.037954800005536526,229.2060238999984,[0.12129629629629629],[0.3675925925925926],[1],[0],[0],[1.3987407000095118],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
134,0,134,0,229.2432392000046,,229.21078330000455,,229.2432392000046,229.2432392000046,0.02018110000062734,230.60794549999991,[0.5111111111111111],[0.44814814814814813],[1],[0],[0],[1.3773876000050223],[],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
135,0,135,0,230.66770890000043,,230.61262450000504,10,230.66770890000043,230.66770890000043,0.03911940001125913,232.7778554999968,[0.013888888888888888],[-0.3277777777777778],[1],[0],[0],[2.1265208999975584],[],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
136,0,136,0,232.83542940000189,,232.7825531999988,10,232.83542940000189,232.83542940000189,0.036472699997830205,234.74476280000817,[-0.4898148148148148],[-0.28888888888888886],[1],[0],[0],[1.9261587000073632],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
137,0,137,0,234.78168070000538,,234.74943940000958,,234.78168070000538,234.78168070000538,0.02076699999452103,236.90175770000496,[0.35833333333333334],[0.4638888888888889],[1],[0],[0],[2.131938899998204],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
138,0,138,0,236.96454240000458,,236.90668880000885,10,236.96454240000458,236.96454240000458,0.04092710000986699,238.35379910000484,[-0.06388888888888888],[0.041666666666666664],[1],[0],[0],[1.4065899999986868],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
139,0,139,0,238.39237960000173,,238.35839219999616,,238.39237960000173,238.39237960000173,0.02055109999491833,239.83400139999867,[0.04537037037037037],[-0.07777777777777778],[1],[0],[0],[1.4554302000033204],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
140,0,140,0,239.8955183000071,,239.83876830000372,10,239.8955183000071,239.8955183000071,0.03997059998800978,241.4100674000074,[-0.04814814814814815],[-0.2962962962962963],[1],[0],[0],[1.5317439000064041],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
141,0,141,0,241.46902810000756,,241.4148314000049,10,241.46902810000756,241.46902810000756,0.037123100002645515,243.07967330000247,[-0.3962962962962963],[-0.3611111111111111],[1],[0],[0],[1.6281197000062093],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
142,0,142,0,243.11678589999792,,243.08444130000134,,243.11678589999792,243.11678589999792,0.020076399989193305,244.4456113000051,[-0.2324074074074074],[-0.06388888888888888],[1],[0],[0],[1.3414959000074305],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
143,0,143,0,244.5086011000094,,244.45043969999824,10,244.5086011000094,244.5086011000094,0.039891099993838,246.01325360000192,[-0.2518518518518518],[0.38055555555555554],[1],[0],[0],[1.5234218999976292],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
144,0,144,0,246.05027730000438,,246.01783799999976,,246.05027730000438,246.05027730000438,0.020059100002981722,248.24234130000696,[0.44814814814814813],[0.13518518518518519],[1],[0],[0],[2.204625999991549],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
145,0,145,0,248.30099479999626,,248.24731770000653,10,248.30099479999626,248.30099479999626,0.03716050001094118,250.66078770000604,[0.08148148148148149],[-0.4305555555555556],[1],[0],[0],[2.376686100004008],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
146,0,146,0,250.69660999999905,,250.66551420000906,,250.69660999999905,250.69660999999905,0.01959270000224933,252.28855610000028,[0.4583333333333333],[0.03148148148148148],[1],[0],[0],[1.6037263999896822],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
147,0,147,0,252.32443140000396,,252.29315599999973,,252.32443140000396,252.32443140000396,0.01891990000149235,253.67103559999669,[-0.18333333333333332],[-0.21203703703703702],[1],[0],[0],[1.3593196999863721],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
148,0,148,0,253.73192479999852,,253.675940000001,10,253.73192479999852,253.73192479999852,0.03789750000578351,255.3097914999962,[0.4898148148148148],[-0.11574074074074074],[1],[0],[0],[1.596316499999375],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
149,0,149,0,255.34664200000407,,255.31488489999902,,255.34664200000407,255.34664200000407,0.019744099990930408,257.28318990000116,[0.008333333333333333],[-0.08055555555555556],[1],[0],[0],[1.9490043999976479],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
150,0,150,0,257.34290289999626,,257.2878294999973,10,257.34290289999626,257.34290289999626,0.037897300004260615,259.17140059999656,[0.3416666666666667],[0.3851851851851852],[1],[0],[0],[1.8458011000038823],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
151,0,151,0,259.2072466999962,,259.17599560000235,,259.2072466999962,259.2072466999962,0.019369100002222694,260.846944799996,[0.4888888888888889],[-0.27314814814814814],[1],[0],[0],[1.6518790000118315],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
152,0,152,0,260.8843520000082,,260.851943200003,,260.8843520000082,260.8843520000082,0.020225799991749227,262.23000039999897,[0.36944444444444446],[0.1962962962962963],[1],[0],[0],[1.3582114000018919],[],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
153,0,153,0,262.26776050000626,,262.2350105000078,,262.26776050000626,262.26776050000626,0.020877399991150014,263.6440081000037,[-0.13333333333333333],[-0.025925925925925925],[1],[0],[0],[1.3886485999973956],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
154,0,154,0,263.7058517999976,,263.64864600000146,10,263.7058517999976,263.7058517999976,0.039387500000884756,265.05701849999605,[0.1425925925925926],[0.1398148148148148],[1],[0],[0],[1.3692842000018572],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
155,0,155,0,265.1179037999973,,265.06161129999964,10,265.1179037999973,265.1179037999973,0.039080400005332194,266.8206743000046,[-0.0787037037037037],[-0.004629629629629629],[1],[0],[0],[1.7203794000088237],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
156,0,156,0,266.8787458000006,,266.8252569000033,10,266.8787458000006,266.8787458000006,0.03712280000036117,268.3527241999982,[0.001851851851851852],[0.06111111111111111],[1],[0],[0],[1.4907807999989018],[],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
157,0,157,0,268.38814229999844,,268.35749500000384,,268.38814229999844,268.38814229999844,0.01894539999193512,270.70527630001015,[-0.2222222222222222],[0.041666666666666664],[1],[0],[0],[2.3292269999947166],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
158,0,158,0,270.74370890000137,,270.70985400000063,,270.74370890000137,270.74370890000137,0.02051650000794325,272.76938070000324,[0.14074074074074075],[0.35555555555555557],[1],[0],[0],[2.039206000001286],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
159,0,159,0,272.8059423000086,,272.77433260000544,,272.8059423000086,272.8059423000086,0.019463999997242354,274.10138500000176,[0.18055555555555555],[0.18981481481481483],[1],[0],[0],[1.3081010000023525],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
160,0,160,0,274.1618640000088,,274.10609240000485,10,274.1618640000088,274.1618640000088,0.03816229999938514,275.551155299996,[0.09166666666666666],[-0.12962962962962962],[1],[0],[0],[1.4072489999962272],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
161,0,161,0,275.58918120000453,,275.5558966999961,,275.58918120000453,275.58918120000453,0.021014700003433973,276.8153849000082,[0.028703703703703703],[0.13240740740740742],[1],[0],[0],[1.238889800006291],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
162,0,162,0,276.87815040000714,,276.8203193000081,10,276.87815040000714,276.87815040000714,0.04001029999926686,278.21469039999647,[-0.2953703703703704],[0.3314814814814815],[1],[0],[0],[1.3547097999980906],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
163,0,163,0,278.2749960000074,,278.21966780000366,10,278.2749960000074,278.2749960000074,0.03911789999983739,280.3554942000046,[0.07314814814814814],[-0.43796296296296294],[1],[0],[0],[2.0971087999932934],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
164,0,164,0,280.3928225999989,,280.36022129999765,,280.3928225999989,280.3928225999989,0.020774000004166737,282.2949812000006,[0.487962962962963],[-0.08518518518518518],[1],[0],[0],[1.9143817000003764],[],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
165,0,165,0,282.3341733999987,,282.29977890000737,,282.3341733999987,282.3341733999987,0.021202799995080568,284.19214260000444,[-0.39444444444444443],[-0.4564814814814815],[1],[0],[0],[1.8715286999940872],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
166,0,166,0,284.25329249999777,,284.1968751000095,10,284.25329249999777,284.25329249999777,0.03821610000159126,286.73482130000775,[-0.01574074074074074],[-0.38333333333333336],[1],[0],[0],[2.5000869000068633],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
167,0,167,0,286.7733411000081,,286.73967779999657,,286.7733411000081,286.7733411000081,0.02117809999617748,288.6060837999976,[0.23796296296296296],[0.10740740740740741],[1],[0],[0],[1.8455645999929402],[],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
168,0,168,0,288.64424380000855,,288.6109320999967,,288.64424380000855,288.64424380000855,0.02035500000056345,290.1031578999973,[-0.02962962962962963],[0.12777777777777777],[1],[0],[0],[1.4722232000058284],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
169,0,169,0,290.1633858999994,,290.10794300001,10,290.1633858999994,290.1633858999994,0.036639400001149625,291.702833000003,[0.3537037037037037],[0.06388888888888888],[1],[0],[0],[1.5586466000095243],[],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
170,0,170,0,291.7652931000048,,291.70740579999983,10,291.7652931000048,291.7652931000048,0.04132760000356939,293.4650988000067,[-0.05925925925925926],[0.14074074074074075],[1],[0],[0],[1.7167519000067841],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
171,0,171,0,293.5025167999993,,293.46971970000595,,293.5025167999993,293.5025167999993,0.0207351999997627,294.93284570000833,[-0.21388888888888888],[0.4398148148148148],[1],[0],[0],[1.4427489999943646],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
172,0,172,0,294.9706079000025,,294.93757700000424,,294.9706079000025,294.9706079000025,0.020300499993027188,296.7641413000092,[0.2657407407407407],[-0.26851851851851855],[1],[0],[0],[1.8065960999956587],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
173,0,173,0,296.7998365000094,,296.76868110000214,,296.7998365000094,296.7998365000094,0.018821899997419678,298.3621475999971,[-0.21851851851851853],[0.08148148148148149],[1],[0],[0],[1.5750878999970155],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
174,0,174,0,298.39953760000935,,298.3668075000023,,298.39953760000935,298.39953760000935,0.020239899997250177,300.09408560000884,[0.4861111111111111],[-0.20833333333333334],[1],[0],[0],[1.7074586999951862],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
175,0,175,0,300.15621929999907,,300.0988986000011,10,300.15621929999907,300.15621929999907,0.039421800000127405,301.9031593999971,[-0.2814814814814815],[-0.22592592592592592],[1],[0],[0],[1.7652402000094298],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
176,0,176,0,301.93875370000023,,301.90777069999604,,301.93875370000023,301.93875370000023,0.019183500000508502,303.90889679999964,[-0.4074074074074074],[0.4675925925925926],[1],[0],[0],[1.9821704999922076],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
177,0,177,0,303.9469960999995,,303.9136220000073,,303.9469960999995,303.9469960999995,0.01964530000986997,305.7891640000016,[0.20555555555555555],[0.2861111111111111],[1],[0],[0],[1.8562872000038624],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
178,0,178,0,305.8536819000001,,305.7950806000008,10,305.8536819000001,305.8536819000001,0.04037550000066403,307.01919170000474,[0.38981481481481484],[0.34074074074074073],[1],[0],[0],[1.1845871999976225],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
179,0,179,0,307.0575988000055,,307.02399650000734,,307.0575988000055,307.0575988000055,0.020888500002911314,308.48775630000455,[-0.22314814814814815],[-0.09907407407407408],[1],[0],[0],[1.4432444999984],['Target'],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
180,0,180,0,308.54738430000725,,308.4923073999962,10,308.54738430000725,308.54738430000725,0.03817309999431018,309.84663539999747,[-0.3925925925925926],[-0.39814814814814814],[1],[0],[0],[1.316164799995022],[],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
181,0,181,0,309.9052717000013,,309.8514794000075,10,309.9052717000013,309.9052717000013,0.037529799999902025,311.14366880001035,[-0.4703703703703704],[-0.19907407407407407],[1],[0],[0],[1.2550153999909526],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
182,0,182,0,311.20155939999677,,311.14829800000007,10,311.20155939999677,311.20155939999677,0.03731309999420773,312.917978700003,[-0.3472222222222222],[-0.16018518518518518],[1],[0],[0],[1.7327369999984512],[],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
183,0,183,0,312.9789746000024,,312.9224755000032,10,312.9789746000024,312.9789746000024,0.038572699995711446,314.3286911000032,[-0.34814814814814815],[-0.032407407407407406],[1],[0],[0],[1.3679932999948505],['Target'],,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
184,0,184,0,314.36797990000923,,314.33317860000534,,314.36797990000923,314.36797990000923,0.021343799991882406,315.7142162000091,[0.027777777777777776],[-0.18055555555555555],[1],[0],[0],[1.3599619000015082],[],5,919050,001,2024-10-08_21h42.12.870,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h42.20.407136 +0530,
