trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr&,Fixation.started,Target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,num_distr,participant,session,date,expName,psychopyVersion,frameRate,expStart,
31,0,31,0,90.47637530000065,,90.41882029999397,10,90.47637530000065,90.47637530000065,0.039942699993844144,92.9514618999965,[-0.07962962962962963],[-0.2222222222222222],[1],[0],[0],[2.493103999993764],['Target'],,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
32,0,32,0,92.9907164999895,,92.9564657999872,,92.9907164999895,92.9907164999895,0.020941100010531954,97.27411609998671,[0.42962962962962964],[0.40185185185185185],[1],[0],[0],[4.29703359999985],['Target'],5,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
33,0,33,0,97.33777139999438,,97.27968219999457,10,97.33777139999438,97.33777139999438,0.0393603999982588,99.6610120999976,[-0.47962962962962963],[-0.041666666666666664],[1],[0],[0],[2.3431665999960387],['Target'],,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
34,0,34,0,99.70099669999036,,99.66600639998796,,99.70099669999036,99.70099669999036,0.02089299999352079,102.53619459999027,[0.13703703703703704],[0.43703703703703706],[1],[0],[0],[2.849732100003166],['Target'],5,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
35,0,35,0,102.59835859999293,,102.54095629999938,10,102.59835859999293,102.59835859999293,0.04024220000428613,105.17142309999326,[0.08148148148148149],[-0.08703703703703704],[1],[0],[0],[2.5905881999933627],['Target'],,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
36,0,36,0,105.2357570999884,,105.1762069999968,10,105.2357570999884,105.2357570999884,0.04033550000167452,108.14541489999101,[-0.46296296296296297],[-0.040740740740740744],[1],[0],[0],[2.9292812000057893],['Target'],,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
37,0,37,0,108.18331749999197,,108.15002950000053,,108.18331749999197,108.18331749999197,0.019780000002356246,110.96403009998903,[0.21851851851851853],[0.004629629629629629],[1],[0],[0],[2.7944078000000445],['Target'],5,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
38,0,38,0,111.01403669999854,,110.97281439999642,,111.01403669999854,111.01403669999854,0.028907999992952682,114.50840969999263,[-0.03611111111111111],[-0.024074074074074074],[1],[0],[0],[3.5080916000006255],['Target'],5,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
39,0,39,0,114.57435659998737,,114.51338279999618,10,114.57435659998737,114.57435659998737,0.04307600000174716,117.03128109998943,[0.04259259259259259],[0.26944444444444443],[1],[0],[0],[2.4752239000081317],['Target'],,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
40,0,40,0,117.09380649999366,,117.03616819999297,10,117.09380649999366,117.09380649999366,0.04010670000570826,120.11633209999127,[0.4083333333333333],[-0.11574074074074074],[1],[0],[0],[3.040344200009713],['Target'],,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
41,0,41,0,120.17927179999242,,120.12142859998858,10,120.17927179999242,120.17927179999242,0.03857459999562707,123.69123769999715,[-0.4351851851851852],[-0.48148148148148145],[1],[0],[0],[3.531583700008923],['Target'],,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
42,0,42,0,123.72943719998875,,123.69633219999378,,123.72943719998875,123.72943719998875,0.02066910000576172,126.73111749999225,[0.27037037037037037],[0.2712962962962963],[1],[0],[0],[3.01452729999437],['Target'],5,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
43,0,43,0,126.79437599999073,,126.7357742999884,10,126.79437599999073,126.79437599999073,0.03908709999814164,129.17285719999927,[-0.375],[0.2740740740740741],[1],[0],[0],[2.398340699990513],['Target'],,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
44,0,44,0,129.23534919999656,,129.17787529999623,10,129.23534919999656,129.23534919999656,0.0400493000051938,132.18584099999862,[-0.10092592592592593],[-0.05648148148148148],[1],[0],[0],[2.9683382000075653],['Target'],,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
45,0,45,0,132.2474455999909,,132.19091099999787,10,132.2474455999909,132.2474455999909,0.03879310000047553,134.81759219999367,[0.31203703703703706],[-0.11851851851851852],[1],[0],[0],[2.5882418999972288],['Target'],,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
46,0,46,0,134.8550802999962,,134.82245279999916,,134.8550802999962,134.8550802999962,0.020335199995315634,137.23883209998894,[-0.15925925925925927],[-0.016666666666666666],[1],[0],[0],[2.3964524999901187],['Target'],5,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
47,0,47,0,137.27673509999295,,137.24344500000007,,137.27673509999295,137.27673509999295,0.01994300000660587,139.55241489999753,[-0.08148148148148149],[-0.23333333333333334],[1],[0],[0],[2.28939679999894],['Target'],5,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
48,0,48,0,139.61216279999644,,139.55710039999394,10,139.61216279999644,139.61216279999644,0.038572899997234344,142.28291519999038,[0.32222222222222224],[-0.17314814814814813],[1],[0],[0],[2.6876359000016237],['Target'],,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
49,0,49,0,142.32155769999372,,142.28759909998917,,142.32155769999372,142.32155769999372,0.020605600002454594,144.9477671999921,[-0.4685185185185185],[0.2657407407407407],[1],[0],[0],[2.6400472999957856],['Target'],5,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
50,0,50,0,144.9964112999878,,144.95248069999798,,144.9964112999878,144.9964112999878,0.02689059999829624,147.57826269998623,[-0.10092592592592593],[-0.36018518518518516],[1],[0],[0],[2.599360500011244],['Target'],5,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
51,0,51,0,147.63993689999916,,147.5829698999878,10,147.63993689999916,147.63993689999916,0.03961610000988003,150.1108857999934,[0.16018518518518518],[0.23703703703703705],[1],[0],[0],[2.4887087999959476],['Target'],,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
52,0,52,0,150.14879689998634,,150.11572809999052,,150.14879689998634,150.14879689998634,0.0207209999935003,153.17333919998782,[-0.20185185185185187],[0.2916666666666667],[1],[0],[0],[3.0373265000089305],['Target'],5,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
53,0,53,0,153.21106399998826,,153.17793779999192,,153.21106399998826,153.21106399998826,0.02073900001414586,155.65433469999698,[0.44537037037037036],[0.175],[1],[0],[0],[2.45601280000119],['Target'],5,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
54,0,54,0,155.71570029998838,,155.65892379998695,10,155.71570029998838,155.71570029998838,0.03818889999820385,158.68914499999664,[0.08425925925925926],[-0.17037037037037037],[1],[0],[0],[2.9924820000014734],['Target'],,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
55,0,55,0,158.7490589999943,,158.69404259999283,10,158.7490589999943,158.7490589999943,0.03836269999737851,161.69479399999545,[-0.3425925925925926],[0.1111111111111111],[1],[0],[0],[2.9628343999938807],['Target'],,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
56,0,56,0,161.75952889998734,,161.69948509999085,10,161.75952889998734,161.75952889998734,0.04073249999783002,164.97262359999877,[0.35],[0.03333333333333333],[1],[0],[0],[3.2327415000036126],['Target'],,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
57,0,57,0,165.0360851000005,,164.97785489998932,10,165.0360851000005,165.0360851000005,0.04092930001206696,167.23571359999187,[0.4222222222222222],[0.17685185185185184],[1],[0],[0],[2.217353700005333],['Target'],,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
58,0,58,0,167.27078769999207,,167.24040830000013,,167.27078769999207,167.27078769999207,0.019147200000588782,170.0422014999931,[-0.32592592592592595],[-0.3814814814814815],[1],[0],[0],[2.7829368999955477],['Target'],5,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
59,0,59,0,170.0801489999867,,170.0468542999879,,170.0801489999867,170.0801489999867,0.019886900001438335,172.27286499999173,[0.07222222222222222],[0.04351851851851852],[1],[0],[0],[2.2066061999939848],['Target'],5,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
60,0,60,0,172.31242939998629,,172.2774774999998,,172.31242939998629,172.31242939998629,0.022549700006493367,174.7037127999938,[-0.18425925925925926],[0.04351851851851852],[1],[0],[0],[2.404064600006677],['Target'],5,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
61,0,61,0,174.74108739999065,,174.70848569998634,,174.74108739999065,174.74108739999065,0.019494799998938106,177.4848401999916,[0.4185185185185185],[0.31851851851851853],[1],[0],[0],[2.7572515000065323],['Target'],5,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
62,0,62,0,177.55176099999517,,177.48954329999106,10,177.55176099999517,177.55176099999517,0.044355699996231124,179.77707649998774,[0.25277777777777777],[0.25833333333333336],[1],[0],[0],[2.243604499992216],['Target'],,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
63,0,63,0,179.81368129998737,,179.78168379999988,,179.81368129998737,179.81368129998737,0.02044259999820497,182.66405999999552,[0.14907407407407408],[-0.26666666666666666],[1],[0],[0],[2.862303999994765],['Target'],5,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
64,0,64,0,182.72664979999536,,182.66889929999888,10,182.72664979999536,182.72664979999536,0.04118860000744462,185.79957989999093,[-0.5],[-0.2462962962962963],[1],[0],[0],[3.089867899994715],['Target'],,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
65,0,65,0,185.85875909999595,,185.80425560000003,10,185.85875909999595,185.85875909999595,0.038957400000072084,188.56006309999793,[0.04722222222222222],[-0.27037037037037037],[1],[0],[0],[2.7171292999992147],['Target'],,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
66,0,66,0,188.61969749999116,,188.56488189999072,10,188.61969749999116,188.61969749999116,0.03853619999426883,192.50746939999226,[-0.23333333333333334],[0.1787037037037037],[1],[0],[0],[3.90442219999386],['Target'],,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
67,0,67,0,192.54875529999845,,192.5122360999958,,192.54875529999845,192.54875529999845,0.021451900000101887,195.2518216999888,[0.021296296296296296],[-0.375],[1],[0],[0],[2.7185563999955775],['Target'],5,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
68,0,68,0,195.28984359999595,,195.25685389999126,,195.28984359999595,195.28984359999595,0.02041260000260081,197.7165229999955,[0.009259259259259259],[-0.22870370370370371],[1],[0],[0],[2.439689899998484],['Target'],5,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
69,0,69,0,197.75353929999983,,197.72114869998768,,197.75353929999983,197.75353929999983,0.01997300000221003,200.09768949999125,[-0.17777777777777778],[-0.3675925925925926],[1],[0],[0],[2.35682440000528],['Target'],5,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
70,0,70,0,200.1565780999954,,200.10228669999924,10,200.1565780999954,200.1565780999954,0.035712400000193156,202.9739658999897,[-0.10740740740740741],[0.4074074074074074],[1],[0],[0],[2.836254999987432],['Target'],,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
71,0,71,0,203.0360260999878,,202.9786732999928,10,203.0360260999878,203.0360260999878,0.04000100000121165,204.9500493999949,[0.040740740740740744],[0.21296296296296297],[1],[0],[0],[1.9318022999941604],['Target'],,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
72,0,72,0,205.00977949998924,,204.95481049999944,10,205.00977949998924,205.00977949998924,0.03810170000360813,207.3951604999893,[-0.3055555555555556],[0.40370370370370373],[1],[0],[0],[2.4026157000043895],['Target'],,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
73,0,73,0,207.43256239999027,,207.39981689999695,,207.43256239999027,207.43256239999027,0.020342599993455224,210.05526269999973,[-0.35648148148148145],[-0.12407407407407407],[1],[0],[0],[2.635463200000231],['Target'],5,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
74,0,74,0,210.11940679998952,,210.06019269999524,10,210.11940679998952,210.11940679998952,0.04048470000270754,212.37547619998804,[0.2037037037037037],[0.45740740740740743],[1],[0],[0],[2.275176700000884],['Target'],,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
75,0,75,0,212.4107132999925,,212.38004869999713,,212.4107132999925,212.4107132999925,0.018669400000362657,215.00114359999134,[-0.06296296296296296],[-0.04722222222222222],[1],[0],[0],[2.602813400008017],['Target'],5,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
76,0,76,0,215.06143929999962,,215.00576139999612,10,215.06143929999962,215.06143929999962,0.037757999991299585,217.03293180000037,[-0.12314814814814815],[0.1425925925925926],[1],[0],[0],[1.9895976999978302],['Target'],,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
77,0,77,0,217.06998309999472,,217.03754759998992,,217.06998309999472,217.06998309999472,0.020510800008196384,219.11417109999456,[0.3768518518518518],[0.19537037037037036],[1],[0],[0],[2.0564900000026682],['Target'],5,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
78,0,78,0,219.17650689999573,,219.1188381999964,10,219.17650689999573,219.17650689999573,0.039715099992463365,221.16181320000032,[0.1111111111111111],[0.08518518518518518],[1],[0],[0],[2.0036728999984916],['Target'],,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
79,0,79,0,221.22194689999742,,221.1664361999865,10,221.22194689999742,221.22194689999742,0.03859070000180509,223.4069973000005,[0.14444444444444443],[0.462037037037037],[1],[0],[0],[2.2023252000071807],['Target'],,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
80,0,80,0,223.44381169999542,,223.41163779998897,,223.44381169999542,223.44381169999542,0.020178299993858673,225.64220859999477,[0.08888888888888889],[0.43703703703703706],[1],[0],[0],[2.2107039999973495],['Target'],5,210692,001,2024-10-08_21h30.12.939,Visual Search Task_tutorial,2024.1.5,None,2024-10-08 21h30.20.946966 +0530,
