trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,Fixation.started,Target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,num_distr&,participant,session,date,expName,psychopyVersion,frameRate,expStart,
29,0,29,0,44.06285950000165,,44.005059399991296,,44.06285950000165,44.06285950000165,0.03967130000819452,45.1535607999831,[0.26666666666666666],[0.3972222222222222],[1],[0],[0],[1.1091760000272188],['Target'],10,329676,001,2024-10-06_23h31.34.609,Visual Search Task_tutorial,2024.1.5,None,2024-10-06 23h31.44.681191 +0530,
30,0,30,0,45.193261299980804,,45.15826399999787,5,45.193261299980804,45.193261299980804,0.021110500005306676,46.99632360000396,[-0.3074074074074074],[-0.21574074074074073],[1],[0],[0],[1.817231900000479],['Target'],,329676,001,2024-10-06_23h31.34.609,Visual Search Task_tutorial,2024.1.5,None,2024-10-06 23h31.44.681191 +0530,
31,0,31,0,47.03437439998379,,47.00088730000425,5,47.03437439998379,47.03437439998379,0.020384300005389377,48.19475589998183,[-0.1287037037037037],[-0.10462962962962963],[1],[0],[0],[1.173897400003625],[],,329676,001,2024-10-06_23h31.34.609,Visual Search Task_tutorial,2024.1.5,None,2024-10-06 23h31.44.681191 +0530,
32,0,32,0,48.232886999991024,,48.19966149999527,5,48.232886999991024,48.232886999991024,0.020492800016654655,49.36138299998129,[0.33055555555555555],[0.2388888888888889],[1],[0],[0],[1.1417741999903228],['Target'],,329676,001,2024-10-06_23h31.34.609,Visual Search Task_tutorial,2024.1.5,None,2024-10-06 23h31.44.681191 +0530,
33,0,33,0,49.420357399998466,,49.36605569999665,,49.420357399998466,49.420357399998466,0.0366115000215359,50.77927089997684,[-0.05277777777777778],[0.3388888888888889],[1],[0],[0],[1.37699000001885],['Target'],10,329676,001,2024-10-06_23h31.34.609,Visual Search Task_tutorial,2024.1.5,None,2024-10-06 23h31.44.681191 +0530,
34,0,34,0,50.84180510000442,,50.78396669999347,,50.84180510000442,50.84180510000442,0.0402755000104662,51.964822099980665,[0.18425925925925926],[-0.1361111111111111],[1],[0],[0],[1.140936599986162],['Target'],10,329676,001,2024-10-06_23h31.34.609,Visual Search Task_tutorial,2024.1.5,None,2024-10-06 23h31.44.681191 +0530,
35,0,35,0,52.02528529998381,,51.97008929998265,,52.02528529998381,52.02528529998381,0.037648500001523644,53.380998299981,[0.005555555555555556],[-0.3472222222222222],[1],[0],[0],[1.3737866999872494],['Target'],10,329676,001,2024-10-06_23h31.34.609,Visual Search Task_tutorial,2024.1.5,None,2024-10-06 23h31.44.681191 +0530,
36,0,36,0,53.44307809998281,,53.38630589999957,,53.44307809998281,53.44307809998281,0.03986250000889413,54.71608099999139,[0.16944444444444445],[-0.3296296296296296],[1],[0],[0],[1.290317299979506],[],10,329676,001,2024-10-06_23h31.34.609,Visual Search Task_tutorial,2024.1.5,None,2024-10-06 23h31.44.681191 +0530,
37,0,37,0,54.7565405999776,,54.721193599980325,5,54.7565405999776,54.7565405999776,0.020758000027853996,56.30483189999359,[0.375],[-0.4166666666666667],[1],[0],[0],[1.5632044000085443],['Target'],,329676,001,2024-10-06_23h31.34.609,Visual Search Task_tutorial,2024.1.5,None,2024-10-06 23h31.44.681191 +0530,
38,0,38,0,56.364737299998524,,56.30961349999416,,56.364737299998524,56.364737299998524,0.03870140001527034,57.561788199993316,[0.14166666666666666],[0.15092592592592594],[1],[0],[0],[1.2138908999913838],[],10,329676,001,2024-10-06_23h31.34.609,Visual Search Task_tutorial,2024.1.5,None,2024-10-06 23h31.44.681191 +0530,
39,0,39,0,57.60417320000124,,57.56679539999459,5,57.60417320000124,57.60417320000124,0.022788000002037734,58.787152199976845,[0.4787037037037037],[0.29259259259259257],[1],[0],[0],[1.1978280000039376],['Target'],,329676,001,2024-10-06_23h31.34.609,Visual Search Task_tutorial,2024.1.5,None,2024-10-06 23h31.44.681191 +0530,
40,0,40,0,58.84579870000016,,58.79223589997855,,58.84579870000016,58.84579870000016,0.03729040001053363,60.22668189997785,[-0.412962962962963],[0.10462962962962963],[1],[0],[0],[1.3978708000213373],['Target'],10,329676,001,2024-10-06_23h31.34.609,Visual Search Task_tutorial,2024.1.5,None,2024-10-06 23h31.44.681191 +0530,
41,0,41,0,60.28694279998308,,60.2315258999879,,60.28694279998308,60.28694279998308,0.03791559999808669,62.15493209997658,[0.43148148148148147],[-0.19907407407407407],[1],[0],[0],[1.8858612999902107],['Target'],10,329676,001,2024-10-06_23h31.34.609,Visual Search Task_tutorial,2024.1.5,None,2024-10-06 23h31.44.681191 +0530,
42,0,42,0,62.19294079998508,,62.15957309998339,5,62.19294079998508,62.19294079998508,0.02116920001571998,65.21470939999563,[-0.018518518518518517],[0.010185185185185186],[1],[0],[0],[3.034317199984798],['Target'],,329676,001,2024-10-06_23h31.34.609,Visual Search Task_tutorial,2024.1.5,None,2024-10-06 23h31.44.681191 +0530,
43,0,43,0,65.27660660000402,,65.21960769998259,,65.27660660000402,65.27660660000402,0.04034750000573695,67.7354531000019,[0.41944444444444445],[-0.20277777777777778],[1],[0],[0],[2.4758314000209793],['Target'],10,329676,001,2024-10-06_23h31.34.609,Visual Search Task_tutorial,2024.1.5,None,2024-10-06 23h31.44.681191 +0530,
44,0,44,0,67.799008699978,,67.7405225999828,,67.799008699978,67.799008699978,0.04013040001154877,69.43397719998029,[0.23425925925925925],[0.10277777777777777],[1],[0],[0],[1.6537052000057884],['Target'],10,329676,001,2024-10-06_23h31.34.609,Visual Search Task_tutorial,2024.1.5,None,2024-10-06 23h31.44.681191 +0530,
45,0,45,0,69.50290439999662,,69.44033689997741,,69.50290439999662,69.50290439999662,0.04473540000617504,71.45347509998828,[-0.4861111111111111],[0.1],[1],[0],[0],[1.9689682000025641],['Target'],10,329676,001,2024-10-06_23h31.34.609,Visual Search Task_tutorial,2024.1.5,None,2024-10-06 23h31.44.681191 +0530,
46,0,46,0,71.4892669999972,,71.45810689998325,5,71.4892669999972,71.4892669999972,0.018989100004546344,72.82341419998556,[0.2759259259259259],[-0.21203703703703702],[1],[0],[0],[1.3465716000064276],['Target'],,329676,001,2024-10-06_23h31.34.609,Visual Search Task_tutorial,2024.1.5,None,2024-10-06 23h31.44.681191 +0530,
47,0,47,0,72.86240869999165,,72.82864599997993,5,72.86240869999165,72.86240869999165,0.0206387999933213,74.25556589997723,[0.20555555555555555],[0.1787037037037037],[1],[0],[0],[1.4066302000137512],['Target'],,329676,001,2024-10-06_23h31.34.609,Visual Search Task_tutorial,2024.1.5,None,2024-10-06 23h31.44.681191 +0530,
48,0,48,0,74.32044379998115,,74.26041779998923,,74.32044379998115,74.32044379998115,0.04202880000229925,75.79193119998672,[-0.4],[-0.175],[1],[0],[0],[1.4897619000112172],['Target'],10,329676,001,2024-10-06_23h31.34.609,Visual Search Task_tutorial,2024.1.5,None,2024-10-06 23h31.44.681191 +0530,
49,0,49,0,75.85059879999608,,75.79651829999057,,75.85059879999608,75.85059879999608,0.03778280000551604,77.37918599997647,[0.3907407407407407],[0.15555555555555556],[1],[0],[0],[1.5451698999968357],['Target'],10,329676,001,2024-10-06_23h31.34.609,Visual Search Task_tutorial,2024.1.5,None,2024-10-06 23h31.44.681191 +0530,
50,0,50,0,77.41582949997974,,77.38393829998677,5,77.41582949997974,77.41582949997974,0.01910070001031272,78.76941239999724,[0.3537037037037037],[0.48148148148148145],[1],[0],[0],[1.3666436999919824],['Target'],,329676,001,2024-10-06_23h31.34.609,Visual Search Task_tutorial,2024.1.5,None,2024-10-06 23h31.44.681191 +0530,
51,0,51,0,78.83298979999381,,78.77486499998486,,78.83298979999381,78.83298979999381,0.039901599986478686,80.52312129997881,[0.13148148148148148],[-0.06666666666666667],[1],[0],[0],[1.7087143000098877],['Target'],10,329676,001,2024-10-06_23h31.34.609,Visual Search Task_tutorial,2024.1.5,None,2024-10-06 23h31.44.681191 +0530,
52,0,52,0,80.5887055999774,,80.52800059999572,,80.5887055999774,80.5887055999774,0.04097259999252856,81.85634859997663,[-0.06481481481481481],[0.1111111111111111],[1],[0],[0],[1.2877434999973048],['Target'],10,329676,001,2024-10-06_23h31.34.609,Visual Search Task_tutorial,2024.1.5,None,2024-10-06 23h31.44.681191 +0530,
53,0,53,0,81.91311500000302,,81.86096239998005,,81.91311500000302,81.91311500000302,0.036257200001273304,83.48075609997613,[0.037037037037037035],[-0.4287037037037037],[1],[0],[0],[1.5838687000214122],['Target'],10,329676,001,2024-10-06_23h31.34.609,Visual Search Task_tutorial,2024.1.5,None,2024-10-06 23h31.44.681191 +0530,
54,0,54,0,83.51822009999887,,83.4858222999901,5,83.51822009999887,83.51822009999887,0.020458600018173456,85.29564430000028,[-0.1574074074074074],[0.23796296296296296],[1],[0],[0],[1.7896473000000697],['Target'],,329676,001,2024-10-06_23h31.34.609,Visual Search Task_tutorial,2024.1.5,None,2024-10-06 23h31.44.681191 +0530,
55,0,55,0,85.3605865999998,,85.30033269998967,,85.3605865999998,85.3605865999998,0.04172069998458028,86.88846819999162,[-0.4222222222222222],[-0.11018518518518519],[1],[0],[0],[1.5468163000186905],['Target'],10,329676,001,2024-10-06_23h31.34.609,Visual Search Task_tutorial,2024.1.5,None,2024-10-06 23h31.44.681191 +0530,
56,0,56,0,86.9507410999795,,86.89324079998187,,86.9507410999795,86.9507410999795,0.04055859998334199,88.61473669999395,[-0.4962962962962963],[0.2777777777777778],[1],[0],[0],[1.681347799982177],['Target'],10,329676,001,2024-10-06_23h31.34.609,Visual Search Task_tutorial,2024.1.5,None,2024-10-06 23h31.44.681191 +0530,
